,slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,year,min_year,exp,player,allstar,salary
4253,kellyry01,Ryan Kelly,SHOOTING_GUARD,24,ORLANDO_MAGIC,36,470,10.3,0.44,0.248,0.362,4.6,23.7,13.8,6.9,1.4,1.7,9.4,17.9,-0.3,0.3,0.1,0.005,-4.9,-1.1,-6.0,-0.5,2016,2013,3,0,0,1724250.0
4254,kellyry01,Ryan Kelly,SMALL_FORWARD,25,PORTLAND_TRAIL_BLAZERS,16,110,7.8,0.408,0.357,0.214,1.0,16.7,9.0,10.2,1.8,3.9,11.5,13.7,-0.1,0.2,0.1,0.029,-6.2,2.3,-3.9,-0.1,2017,2013,4,0,0,418228.0
4256,kuzmiog01,Ognjen Kuzmić,SHOOTING_GUARD,24,NEW_ORLEANS_HORNETS,16,72,12.9,0.727,0.0,0.333,10.8,14.5,12.7,11.1,1.4,1.0,26.7,11.3,0.2,0.1,0.3,0.171,-0.3,1.0,0.8,0.1,2015,2013,2,0,0,816482.0
4257,larkish01,Shane Larkin,POWER_FORWARD,21,MIAMI_HEAT,48,489,8.3,0.446,0.277,0.182,2.6,7.3,5.0,20.4,2.7,0.2,20.9,17.4,-0.4,0.3,-0.1,-0.01,-3.5,-1.2,-4.7,-0.3,2014,2013,1,0,0,1536960.0
4258,larkish01,Shane Larkin,SHOOTING_GUARD,22,NEW_ORLEANS_HORNETS,76,1865,10.9,0.504,0.269,0.181,1.7,9.4,5.4,19.4,2.6,0.4,15.1,13.6,0.8,0.9,1.7,0.045,-1.6,-0.7,-2.4,-0.2,2015,2013,2,0,0,1606080.0
4259,larkish01,Shane Larkin,SHOOTING_GUARD,23,ORLANDO_MAGIC,78,1751,13.3,0.515,0.215,0.213,1.8,9.9,5.8,29.3,2.7,0.6,21.0,17.7,0.5,1.0,1.4,0.039,-1.2,-1.0,-2.2,-0.1,2016,2013,3,0,0,1500000.0
4260,larkish01,Shane Larkin,SMALL_FORWARD,25,UTAH_JAZZ,54,775,10.3,0.491,0.393,0.169,2.1,10.7,6.5,18.5,1.9,0.2,12.3,15.5,0.3,1.1,1.4,0.087,-2.3,0.1,-2.2,0.0,2018,2013,5,0,0,1471382.0
4262,ledori01,Ricky Ledo,SHOOTING_GUARD,22,NEW_ORLEANS_HORNETS,5,11,-22.5,0.073,0.5,0.333,9.9,10.0,10.0,11.1,0.0,0.0,22.5,36.0,-0.2,0.0,-0.2,-0.72,-20.6,-5.5,-26.1,-0.1,2015,2013,2,0,0,816482.0
4263,ledori01,Ricky Ledo,SHOOTING_GUARD,22,NEW_ORLEANS_HORNETS,5,11,-22.5,0.073,0.5,0.333,9.9,10.0,10.0,11.1,0.0,0.0,22.5,36.0,-0.2,0.0,-0.2,-0.72,-20.6,-5.5,-26.1,-0.1,2015,2013,2,0,0,96056.0
4264,ledori01,Ricky Ledo,SHOOTING_GUARD,22,NEW_ORLEANS_HORNETS,12,233,7.6,0.45,0.267,0.222,7.2,9.7,8.4,13.1,1.4,0.4,19.5,24.3,-0.4,0.0,-0.4,-0.083,-4.1,-2.9,-7.1,-0.3,2015,2013,2,0,0,816482.0
4265,ledori01,Ricky Ledo,SHOOTING_GUARD,22,NEW_ORLEANS_HORNETS,12,233,7.6,0.45,0.267,0.222,7.2,9.7,8.4,13.1,1.4,0.4,19.5,24.3,-0.4,0.0,-0.4,-0.083,-4.1,-2.9,-7.1,-0.3,2015,2013,2,0,0,96056.0
4266,lenal01,Alex Len,POWER_FORWARD,20,MIAMI_HEAT,42,362,7.3,0.469,0.0,0.397,12.1,18.6,15.3,1.6,0.6,3.8,22.1,14.3,-0.2,0.4,0.2,0.024,-5.7,-0.2,-5.9,-0.4,2014,2013,1,0,0,3492720.0
4267,lenal01,Alex Len,SHOOTING_GUARD,21,NEW_ORLEANS_HORNETS,69,1518,13.5,0.542,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,1.2,2.1,3.4,0.107,-3.3,2.3,-1.0,0.4,2015,2013,2,0,0,3649920.0
4268,lenal01,Alex Len,SHOOTING_GUARD,22,ORLANDO_MAGIC,78,1821,12.4,0.482,0.011,0.383,10.4,25.4,17.7,8.5,1.0,2.8,16.6,20.4,-0.5,1.8,1.3,0.035,-4.4,0.7,-3.6,-0.7,2016,2013,3,0,0,3807120.0
4269,lenal01,Alex Len,SMALL_FORWARD,23,PORTLAND_TRAIL_BLAZERS,77,1560,15.0,0.553,0.026,0.449,10.6,25.3,17.8,4.2,1.2,5.1,15.5,17.6,1.2,1.7,3.0,0.091,-3.0,1.3,-1.7,0.1,2017,2013,4,0,0,4823621.0
4270,lenal01,Alex Len,SMALL_FORWARD,24,UTAH_JAZZ,69,1395,19.4,0.612,0.008,0.611,13.2,26.7,19.8,9.1,0.9,3.5,14.0,17.0,3.2,1.3,4.5,0.154,-0.3,1.1,0.8,1.0,2018,2013,5,0,0,4187599.0
4272,mccalra01,Ray McCallum,SHOOTING_GUARD,23,NEW_ORLEANS_HORNETS,68,1436,12.5,0.496,0.236,0.179,4.3,9.8,7.1,21.3,1.6,0.6,14.4,18.2,0.8,0.5,1.4,0.045,-0.4,-1.3,-1.7,0.1,2015,2013,2,0,0,816482.0
4273,mccalra01,Ray McCallum,SHOOTING_GUARD,24,ORLANDO_MAGIC,31,256,10.3,0.476,0.239,0.149,2.8,10.8,6.9,17.7,1.0,1.2,13.3,14.7,0.1,0.4,0.5,0.092,-2.4,0.4,-2.0,0.0,2016,2013,3,0,0,947276.0
4274,mccalra01,Ray McCallum,SHOOTING_GUARD,24,ORLANDO_MAGIC,31,256,10.3,0.476,0.239,0.149,2.8,10.8,6.9,17.7,1.0,1.2,13.3,14.7,0.1,0.4,0.5,0.092,-2.4,0.4,-2.0,0.0,2016,2013,3,0,0,111444.0
4275,mccalra01,Ray McCallum,SHOOTING_GUARD,24,ORLANDO_MAGIC,10,219,7.7,0.425,0.329,0.063,1.0,7.6,4.2,19.5,1.6,1.3,13.8,19.3,-0.3,0.1,-0.2,-0.033,-3.5,-2.2,-5.7,-0.2,2016,2013,3,0,0,947276.0
4276,mccalra01,Ray McCallum,SHOOTING_GUARD,24,ORLANDO_MAGIC,10,219,7.7,0.425,0.329,0.063,1.0,7.6,4.2,19.5,1.6,1.3,13.8,19.3,-0.3,0.1,-0.2,-0.033,-3.5,-2.2,-5.7,-0.2,2016,2013,3,0,0,111444.0
4277,mccolcj01,CJ McCollum,POWER_FORWARD,22,MIAMI_HEAT,38,476,9.0,0.521,0.449,0.191,1.6,9.2,5.4,8.7,1.5,0.3,15.4,20.9,-0.2,0.3,0.2,0.019,-2.1,-2.0,-4.1,-0.3,2014,2013,1,0,0,2316720.0
4278,mccolcj01,CJ McCollum,SHOOTING_GUARD,23,NEW_ORLEANS_HORNETS,62,973,13.1,0.534,0.381,0.2,1.6,8.3,5.0,10.3,2.3,0.6,10.8,20.5,0.7,1.1,1.8,0.089,-0.4,-0.3,-0.7,0.3,2015,2013,2,0,0,2421000.0
4279,mccolcj01,CJ McCollum,SHOOTING_GUARD,24,ORLANDO_MAGIC,80,2780,17.7,0.544,0.33,0.158,1.8,8.3,5.0,21.6,1.7,0.6,11.4,27.1,4.4,1.7,6.0,0.104,2.5,-2.0,0.4,1.7,2016,2013,3,0,0,2525160.0
4280,mccolcj01,CJ McCollum,SMALL_FORWARD,25,PORTLAND_TRAIL_BLAZERS,80,2796,19.9,0.585,0.305,0.204,2.4,9.1,5.7,18.0,1.3,1.2,9.9,27.5,6.2,1.4,7.6,0.131,3.2,-2.3,1.0,2.1,2017,2013,4,0,0,3219579.0
4281,mccolcj01,CJ McCollum,SMALL_FORWARD,26,UTAH_JAZZ,81,2923,17.0,0.536,0.316,0.166,2.0,9.9,6.0,15.8,1.3,1.0,8.6,26.5,3.7,2.9,6.6,0.108,1.4,-1.0,0.4,1.8,2018,2013,5,0,0,23962573.0
4282,mclembe01,Ben McLemore,POWER_FORWARD,20,MIAMI_HEAT,82,2187,7.7,0.485,0.437,0.211,2.7,9.5,6.1,5.8,1.0,0.7,11.5,16.9,-0.1,0.9,0.8,0.016,-1.8,-1.3,-3.2,-0.6,2014,2013,1,0,0,2895960.0
4283,mclembe01,Ben McLemore,SHOOTING_GUARD,21,NEW_ORLEANS_HORNETS,82,2670,10.4,0.552,0.471,0.193,1.4,8.6,5.1,8.4,1.5,0.6,13.3,17.2,1.7,0.8,2.5,0.045,0.4,-1.3,-0.8,0.8,2015,2013,2,0,0,3026280.0
4284,mclembe01,Ben McLemore,SHOOTING_GUARD,22,ORLANDO_MAGIC,68,1443,8.6,0.531,0.407,0.226,2.6,8.5,5.6,7.9,1.7,0.6,16.5,17.6,-0.4,0.7,0.3,0.01,-2.0,-1.2,-3.2,-0.4,2016,2013,3,0,0,3156600.0
4285,mclembe01,Ben McLemore,SMALL_FORWARD,23,PORTLAND_TRAIL_BLAZERS,61,1176,9.8,0.538,0.406,0.222,1.9,10.7,6.3,6.9,1.2,0.5,11.9,20.1,-0.1,0.5,0.4,0.015,-2.2,-2.7,-4.9,-0.9,2017,2013,4,0,0,4008882.0
4286,mclembe01,Ben McLemore,SMALL_FORWARD,24,UTAH_JAZZ,56,1091,9.7,0.526,0.426,0.172,3.5,11.4,7.4,7.5,1.8,1.3,13.2,19.0,-0.2,0.7,0.5,0.023,-2.1,-1.4,-3.6,-0.4,2018,2013,5,0,0,5200000.0
4288,mekelga01,Gal Mekel,SHOOTING_GUARD,26,NEW_ORLEANS_HORNETS,4,43,0.5,0.15,0.15,0.0,0.0,2.6,1.3,42.2,2.4,0.0,9.1,23.3,-0.2,0.0,-0.2,-0.238,-10.3,-6.3,-16.6,-0.2,2015,2013,2,0,0,816482.0
4289,mekelga01,Gal Mekel,SHOOTING_GUARD,26,NEW_ORLEANS_HORNETS,4,43,0.5,0.15,0.15,0.0,0.0,2.6,1.3,42.2,2.4,0.0,9.1,23.3,-0.2,0.0,-0.2,-0.238,-10.3,-6.3,-16.6,-0.2,2015,2013,2,0,0,633974.0
4292,muhamsh01,Shabazz Muhammad,POWER_FORWARD,21,MIAMI_HEAT,37,290,13.1,0.505,0.089,0.323,8.8,11.2,10.0,3.4,1.4,0.3,10.2,23.1,0.1,0.2,0.3,0.053,-3.1,-3.1,-6.2,-0.3,2014,2013,1,0,0,1887120.0
4293,muhamsh01,Shabazz Muhammad,SHOOTING_GUARD,22,NEW_ORLEANS_PELICANS,38,866,19.9,0.556,0.128,0.365,8.1,12.4,10.2,9.6,1.1,0.6,7.1,25.3,2.1,-0.1,2.0,0.11,2.0,-3.8,-1.8,0.0,2015,2013,2,0,0,1971960.0
4294,muhamsh01,Shabazz Muhammad,SHOOTING_GUARD,23,ORLANDO_MAGIC,82,1682,15.2,0.548,0.223,0.355,7.0,11.4,9.2,5.2,0.7,0.3,8.2,22.8,2.6,0.2,2.7,0.077,0.0,-4.1,-4.2,-0.9,2016,2013,3,0,0,2056920.0
4295,muhamsh01,Shabazz Muhammad,SMALL_FORWARD,24,SACRAMENTO_KINGS,78,1516,14.9,0.566,0.242,0.318,6.4,10.6,8.5,3.7,0.7,0.3,7.6,21.5,2.5,0.2,2.7,0.086,-0.2,-4.3,-4.4,-0.9,2017,2013,4,0,0,3046299.0
4296,muhamsh01,Shabazz Muhammad,SMALL_FORWARD,25,UTAH_JAZZ,32,301,9.3,0.446,0.157,0.256,5.7,11.6,8.6,3.4,0.8,0.6,3.6,20.5,0.0,0.1,0.0,0.008,-4.2,-4.2,-8.4,-0.5,2018,2013,5,0,0,1238616.0
4297,muhamsh01,Shabazz Muhammad,SMALL_FORWARD,25,UTAH_JAZZ,32,301,9.3,0.446,0.157,0.256,5.7,11.6,8.6,3.4,0.8,0.6,3.6,20.5,0.0,0.1,0.0,0.008,-4.2,-4.2,-8.4,-0.5,2018,2013,5,0,0,324203.0
4298,muhamsh01,Shabazz Muhammad,SMALL_FORWARD,25,UTAH_JAZZ,11,117,31.0,0.624,0.119,0.284,8.0,23.0,15.5,11.8,1.7,0.7,1.3,29.5,0.6,0.1,0.7,0.271,4.2,-3.7,0.5,0.1,2018,2013,5,0,0,1238616.0
4299,muhamsh01,Shabazz Muhammad,SMALL_FORWARD,25,UTAH_JAZZ,11,117,31.0,0.624,0.119,0.284,8.0,23.0,15.5,11.8,1.7,0.7,1.3,29.5,0.6,0.1,0.7,0.271,4.2,-3.7,0.5,0.1,2018,2013,5,0,0,324203.0
4302,murryto01,Toure' Murry,SHOOTING_GUARD,25,NEW_ORLEANS_PELICANS,1,1,-41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8,0.0,0.0,0.0,-1.046,-36.8,-13.2,-50.0,0.0,2015,2013,2,0,0,250000.0
4303,murryto01,Toure' Murry,SHOOTING_GUARD,25,NEW_ORLEANS_PELICANS,1,1,-41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8,0.0,0.0,0.0,-1.046,-36.8,-13.2,-50.0,0.0,2015,2013,2,0,0,96056.0
4304,murryto01,Toure' Murry,SHOOTING_GUARD,25,NEW_ORLEANS_PELICANS,4,17,3.6,0.615,0.0,0.5,6.8,0.0,3.3,8.8,3.0,0.0,45.0,23.7,-0.1,0.0,0.0,-0.12,-8.4,-0.5,-9.0,0.0,2015,2013,2,0,0,250000.0
4305,murryto01,Toure' Murry,SHOOTING_GUARD,25,NEW_ORLEANS_PELICANS,4,17,3.6,0.615,0.0,0.5,6.8,0.0,3.3,8.8,3.0,0.0,45.0,23.7,-0.1,0.0,0.0,-0.12,-8.4,-0.5,-9.0,0.0,2015,2013,2,0,0,96056.0
4307,muscami01,Mike Muscala,SHOOTING_GUARD,23,NEW_ORLEANS_PELICANS,40,502,18.0,0.608,0.146,0.166,12.2,14.8,13.5,8.0,1.6,3.2,11.5,16.7,1.2,0.7,1.9,0.179,0.8,0.9,1.7,0.5,2015,2013,2,0,0,816482.0
4308,muscami01,Mike Muscala,SHOOTING_GUARD,24,ORLANDO_MAGIC,60,565,13.6,0.576,0.257,0.257,7.5,14.9,11.3,9.1,1.1,3.8,13.8,15.5,0.7,0.9,1.6,0.136,-2.0,1.5,-0.5,0.2,2016,2013,3,0,0,947276.0
4309,muscami01,Mike Muscala,SMALL_FORWARD,25,SACRAMENTO_KINGS,70,1237,14.4,0.596,0.326,0.19,6.9,14.4,10.7,11.9,1.2,2.8,13.1,14.8,1.8,1.6,3.4,0.132,-0.4,1.5,1.1,1.0,2017,2013,4,0,0,1015696.0
4310,muscami01,Mike Muscala,SMALL_FORWARD,26,UTAH_JAZZ,53,1060,14.4,0.597,0.535,0.199,5.9,18.3,12.1,7.3,1.4,2.2,11.0,15.7,1.5,0.9,2.4,0.109,0.0,0.2,0.2,0.6,2018,2013,5,0,0,5000000.0
4311,nedovne01,Nemanja Nedović,POWER_FORWARD,22,MIAMI_HEAT,24,142,-1.7,0.306,0.462,0.205,2.3,9.1,5.8,12.1,0.0,0.5,23.4,17.2,-0.5,0.1,-0.4,-0.132,-8.9,-1.6,-10.6,-0.3,2014,2013,1,0,0,1056720.0
4314,oladivi01,Victor Oladipo,POWER_FORWARD,21,MIAMI_HEAT,80,2487,13.6,0.514,0.241,0.34,1.9,13.1,7.5,21.9,2.7,1.2,19.2,24.4,-1.4,2.8,1.3,0.026,-1.6,0.8,-0.8,0.7,2014,2013,1,0,0,4763760.0
4315,oladivi01,Victor Oladipo,SHOOTING_GUARD,22,NEW_ORLEANS_PELICANS,72,2573,15.9,0.527,0.228,0.295,2.2,11.2,6.6,19.3,2.4,0.6,14.3,25.2,1.5,2.0,3.5,0.065,0.5,-0.5,0.0,1.3,2015,2013,2,0,0,4978200.0
4316,oladivi01,Victor Oladipo,SHOOTING_GUARD,23,ORLANDO_MAGIC,72,2379,16.7,0.534,0.291,0.255,2.2,14.0,8.0,18.6,2.4,1.9,12.4,22.9,2.2,2.7,4.9,0.099,1.0,0.8,1.8,2.3,2016,2013,3,0,0,5192520.0
4317,oladivi01,Victor Oladipo,SMALL_FORWARD,24,SACRAMENTO_KINGS,67,2222,13.6,0.534,0.378,0.165,1.9,12.6,7.2,12.5,1.7,0.8,10.6,21.4,1.7,2.3,4.0,0.085,-0.4,-0.9,-1.3,0.4,2017,2013,4,0,0,6552960.0
4318,oladivi01,Victor Oladipo,SMALL_FORWARD,25,UTAH_JAZZ,75,2552,23.1,0.577,0.323,0.274,2.1,15.1,8.6,21.2,3.5,2.0,12.7,30.1,4.3,4.0,8.2,0.155,3.6,1.3,4.9,4.5,2018,2013,5,Victor Oladipo,1,21000000.0
4319,olynyke01,Kelly Olynyk,POWER_FORWARD,22,MIAMI_HEAT,70,1400,15.2,0.546,0.227,0.243,11.0,18.8,14.8,13.1,1.3,1.5,16.0,21.0,1.5,1.4,2.9,0.101,0.3,0.2,0.5,0.9,2014,2013,1,0,0,1986360.0
4320,olynyke01,Kelly Olynyk,SHOOTING_GUARD,23,NEW_ORLEANS_PELICANS,64,1423,15.9,0.558,0.331,0.258,7.0,16.5,11.7,12.2,2.3,2.1,14.3,21.1,1.5,2.1,3.6,0.12,0.7,1.4,2.1,1.5,2015,2013,2,0,0,2075760.0
4321,olynyke01,Kelly Olynyk,SHOOTING_GUARD,24,ORLANDO_MAGIC,69,1395,16.3,0.561,0.378,0.23,5.4,16.2,10.7,11.9,1.8,1.8,10.8,20.9,2.1,2.0,4.1,0.141,0.8,0.4,1.2,1.1,2016,2013,3,0,0,2165160.0
4322,olynyke01,Kelly Olynyk,SMALL_FORWARD,25,SACRAMENTO_KINGS,75,1538,15.3,0.603,0.378,0.242,5.3,20.7,13.1,15.2,1.4,1.5,14.6,19.0,2.2,1.9,4.1,0.127,0.1,0.5,0.7,1.0,2017,2013,4,0,0,3094014.0
4323,olynyke01,Kelly Olynyk,SMALL_FORWARD,26,UTAH_JAZZ,76,1779,17.8,0.612,0.44,0.274,5.6,21.6,13.6,18.7,1.7,1.7,17.1,21.7,2.8,2.7,5.5,0.148,1.6,1.3,2.9,2.2,2018,2013,5,0,0,10607169.0
4326,onuakar01,Arinze Onuaku,SHOOTING_GUARD,27,NEW_ORLEANS_PELICANS,6,68,22.8,0.771,0.0,0.571,11.4,24.3,17.7,10.2,0.7,3.5,10.2,12.7,0.2,0.0,0.3,0.197,2.5,-0.2,2.3,0.1,2015,2013,2,0,0,43226.0
4327,onuakar01,Arinze Onuaku,SMALL_FORWARD,29,SACRAMENTO_KINGS,8,28,5.8,0.5,0.0,0.0,7.6,16.0,11.7,9.9,0.0,2.9,33.3,9.4,0.0,0.0,0.0,-0.005,-6.5,0.7,-5.9,0.0,2017,2013,4,0,0,440078.0
4328,plumlma01,Mason Plumlee,POWER_FORWARD,23,MIAMI_HEAT,70,1275,19.0,0.67,0.01,0.646,9.3,19.6,14.5,8.1,2.0,3.6,16.6,17.1,3.0,1.7,4.7,0.176,0.5,1.9,2.4,1.4,2014,2013,1,0,0,1298640.0
4329,plumlma01,Mason Plumlee,SHOOTING_GUARD,24,NEW_ORLEANS_PELICANS,82,1743,18.0,0.57,0.006,0.648,11.3,21.6,16.5,7.0,1.9,2.9,14.4,19.2,2.5,2.3,4.8,0.131,-0.5,1.4,0.8,1.2,2015,2013,2,0,0,1357080.0
4330,plumlma01,Mason Plumlee,SHOOTING_GUARD,25,PHILADELPHIA_76ERS,82,2084,17.2,0.564,0.008,0.648,10.4,22.2,16.3,16.2,1.6,3.2,18.8,17.1,3.4,2.7,6.1,0.14,-0.2,3.0,2.8,2.5,2016,2013,3,0,0,1415520.0
4331,plumlma01,Mason Plumlee,SMALL_FORWARD,26,SACRAMENTO_KINGS,54,1516,18.9,0.552,0.011,0.507,8.7,22.9,15.8,21.4,1.6,3.3,14.0,18.3,2.8,1.8,4.6,0.147,0.3,2.8,3.1,2.0,2017,2013,4,0,0,2328530.0
4332,plumlma01,Mason Plumlee,SMALL_FORWARD,26,SACRAMENTO_KINGS,27,632,16.3,0.571,0.006,0.42,8.8,21.3,15.1,15.9,1.5,3.6,17.7,17.5,0.8,0.6,1.4,0.107,-0.7,2.2,1.5,0.6,2017,2013,4,0,0,2328530.0
4333,plumlma01,Mason Plumlee,SMALL_FORWARD,27,WASHINGTON_WIZARDS,74,1439,16.9,0.586,0.003,0.486,10.4,20.9,15.6,14.4,1.7,4.7,18.7,16.6,1.8,1.8,3.6,0.12,-0.9,2.7,1.8,1.4,2018,2013,5,0,0,14041096.0
4334,porteot01,Otto Porter,POWER_FORWARD,20,MIAMI_HEAT,37,319,6.0,0.405,0.231,0.132,7.5,13.3,10.4,4.6,1.3,0.3,12.7,15.6,-0.4,0.3,0.0,-0.006,-5.4,-1.4,-6.8,-0.4,2014,2013,1,0,0,4278000.0
4335,porteot01,Otto Porter,SHOOTING_GUARD,21,NEW_ORLEANS_PELICANS,74,1432,11.6,0.523,0.266,0.202,5.6,11.6,8.7,6.8,1.6,1.7,10.9,15.1,1.0,1.8,2.7,0.092,-1.4,0.9,-0.4,0.6,2015,2013,2,0,0,4470480.0
4336,porteot01,Otto Porter,SHOOTING_GUARD,22,PHILADELPHIA_76ERS,75,2276,14.5,0.564,0.372,0.176,4.7,14.7,9.6,7.9,2.2,1.1,8.3,16.2,3.0,2.7,5.6,0.119,0.8,1.0,1.8,2.2,2016,2013,3,0,0,4662960.0
4337,porteot01,Otto Porter,SMALL_FORWARD,23,SACRAMENTO_KINGS,80,2605,17.3,0.628,0.425,0.148,5.1,17.1,11.1,6.7,2.2,1.3,4.9,15.1,6.4,3.0,9.4,0.173,3.0,0.9,3.9,3.9,2017,2013,4,0,0,5893981.0
4338,porteot01,Otto Porter,SMALL_FORWARD,24,WASHINGTON_WIZARDS,77,2432,18.3,0.602,0.354,0.145,4.8,18.1,11.4,10.1,2.4,1.5,7.4,18.4,5.0,3.1,8.1,0.161,2.4,1.2,3.6,3.4,2018,2013,5,0,0,24773250.0
4340,pressph01,Phil Pressey,SHOOTING_GUARD,23,NEW_ORLEANS_PELICANS,50,600,11.8,0.453,0.374,0.282,2.3,12.4,7.3,28.0,2.5,0.8,17.3,17.3,0.0,0.7,0.8,0.06,-2.3,0.0,-2.2,0.0,2015,2013,2,0,0,816482.0
4341,pressph01,Phil Pressey,SHOOTING_GUARD,24,PHILADELPHIA_76ERS,14,170,11.8,0.437,0.236,0.327,0.0,15.2,7.4,43.2,3.2,0.4,23.2,21.1,-0.2,0.2,0.0,-0.014,-4.2,-1.5,-5.7,-0.2,2016,2013,3,0,0,172739.0
4342,pressph01,Phil Pressey,SHOOTING_GUARD,24,PHILADELPHIA_76ERS,14,170,11.8,0.437,0.236,0.327,0.0,15.2,7.4,43.2,3.2,0.4,23.2,21.1,-0.2,0.2,0.0,-0.014,-4.2,-1.5,-5.7,-0.2,2016,2013,3,0,0,111444.0
4343,pressph01,Phil Pressey,SHOOTING_GUARD,24,PHILADELPHIA_76ERS,9,113,8.6,0.422,0.217,0.304,2.8,4.9,3.8,37.0,3.0,2.2,34.9,15.1,-0.2,0.1,-0.1,-0.022,-5.7,-1.6,-7.3,-0.2,2016,2013,3,0,0,172739.0
4344,pressph01,Phil Pressey,SHOOTING_GUARD,24,PHILADELPHIA_76ERS,9,113,8.6,0.422,0.217,0.304,2.8,4.9,3.8,37.0,3.0,2.2,34.9,15.1,-0.2,0.1,-0.1,-0.022,-5.7,-1.6,-7.3,-0.2,2016,2013,3,0,0,111444.0
4346,radulmi01,Miroslav Raduljica,SHOOTING_GUARD,27,NEW_ORLEANS_PELICANS,5,23,3.3,0.45,0.0,0.25,9.7,15.4,12.4,0.0,2.2,0.0,18.4,20.9,0.0,0.0,0.0,-0.057,-8.2,-6.2,-14.4,-0.1,2015,2013,2,0,0,300000.0
4347,radulmi01,Miroslav Raduljica,SHOOTING_GUARD,27,NEW_ORLEANS_PELICANS,5,23,3.3,0.45,0.0,0.25,9.7,15.4,12.4,0.0,2.2,0.0,18.4,20.9,0.0,0.0,0.0,-0.057,-8.2,-6.2,-14.4,-0.1,2015,2013,2,0,0,96100.0
4349,ricegl02,Glen Rice,SHOOTING_GUARD,24,NEW_ORLEANS_PELICANS,5,43,-3.6,0.312,0.467,0.4,5.4,5.1,5.2,6.5,0.0,0.0,10.2,20.7,-0.1,0.0,-0.1,-0.121,-7.0,-4.1,-11.1,-0.1,2015,2013,2,0,0,400000.0
4350,roberan03,Andre Roberson,POWER_FORWARD,22,MIAMI_HEAT,40,399,9.0,0.518,0.191,0.147,10.7,15.6,13.3,5.2,2.4,2.0,20.8,10.1,0.2,0.6,0.8,0.099,-2.2,1.9,-0.3,0.2,2014,2013,1,0,0,1110840.0
4351,roberan03,Andre Roberson,SHOOTING_GUARD,23,NEW_ORLEANS_PELICANS,67,1286,9.1,0.513,0.423,0.239,5.1,16.0,10.6,7.4,2.1,1.8,17.2,9.0,0.5,1.6,2.1,0.079,-1.8,2.1,0.3,0.7,2015,2013,2,0,0,1160880.0
4352,roberan03,Andre Roberson,SHOOTING_GUARD,24,PHILADELPHIA_76ERS,70,1553,10.2,0.566,0.376,0.197,5.9,11.4,8.8,4.0,1.7,2.0,10.5,9.1,1.8,1.6,3.4,0.105,0.0,1.3,1.4,1.3,2016,2013,3,0,0,1210800.0
4353,roberan03,Andre Roberson,SMALL_FORWARD,25,SACRAMENTO_KINGS,79,2376,9.6,0.51,0.397,0.24,4.6,14.2,9.4,4.6,1.9,2.7,9.1,10.1,1.1,3.1,4.2,0.085,-2.1,2.1,0.0,1.2,2017,2013,4,0,0,2183072.0
4354,roberan03,Andre Roberson,SMALL_FORWARD,26,WASHINGTON_WIZARDS,39,1037,10.9,0.543,0.222,0.235,7.8,12.2,9.9,6.0,2.2,3.1,14.4,8.6,0.8,1.3,2.2,0.1,-1.3,2.8,1.5,0.9,2018,2013,5,0,0,9259259.0
4355,schrode01,Dennis Schröder,POWER_FORWARD,20,MIAMI_HEAT,49,641,5.8,0.442,0.223,0.229,0.9,9.9,5.4,22.0,1.3,0.0,22.8,19.0,-1.1,0.4,-0.7,-0.054,-6.2,-2.1,-8.3,-1.0,2014,2013,1,0,0,1348200.0
4356,schrode01,Dennis Schröder,SHOOTING_GUARD,21,NEW_ORLEANS_PELICANS,77,1516,15.7,0.516,0.223,0.269,2.3,9.9,6.2,34.6,1.7,0.2,16.8,27.0,1.1,1.4,2.5,0.08,-0.4,-2.1,-2.4,-0.2,2015,2013,2,0,0,1690680.0
4357,schrode01,Dennis Schröder,SHOOTING_GUARD,22,PHILADELPHIA_76ERS,80,1621,15.5,0.51,0.306,0.233,1.7,11.8,6.9,36.1,2.1,0.4,17.5,28.8,-0.2,2.3,2.2,0.064,-0.5,-0.9,-1.4,0.3,2016,2013,3,0,0,1763400.0
4358,schrode01,Dennis Schröder,SMALL_FORWARD,23,SACRAMENTO_KINGS,79,2485,16.1,0.533,0.242,0.21,1.9,9.0,5.5,35.5,1.5,0.6,16.3,27.8,1.2,2.5,3.7,0.071,0.7,-1.4,-0.7,0.8,2017,2013,4,0,0,2708582.0
4359,schrode01,Dennis Schröder,SMALL_FORWARD,24,WASHINGTON_WIZARDS,67,2078,17.3,0.515,0.229,0.231,2.4,8.8,5.6,36.2,1.7,0.2,12.7,30.4,1.5,1.0,2.6,0.059,1.5,-2.2,-0.7,0.7,2018,2013,5,0,0,15500000.0
