,slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,year,min_year,exp,player,allstar,salary
4137,canaais01,Isaiah Canaan,SHOOTING_GUARD,25,PHOENIX_SUNS,39,592,8.1,0.483,0.543,0.191,1.1,8.1,4.6,9.0,1.9,0.1,10.1,15.4,0.0,0.6,0.5,0.042,-2.3,-1.1,-3.4,-0.2,2017,2013,4,0,0,1015696.0
4138,canaais01,Isaiah Canaan,SMALL_FORWARD,26,SAN_ANTONIO_SPURS,1,4,-7.3,0.0,0.0,0.0,0.0,27.9,14.1,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,-0.224,-17.3,-3.9,-21.2,0.0,2018,2013,5,0,0,997547.0
4139,canaais01,Isaiah Canaan,SMALL_FORWARD,26,SAN_ANTONIO_SPURS,1,4,-7.3,0.0,0.0,0.0,0.0,27.9,14.1,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,-0.224,-17.3,-3.9,-21.2,0.0,2018,2013,5,0,0,200000.0
4140,canaais01,Isaiah Canaan,SMALL_FORWARD,26,SAN_ANTONIO_SPURS,1,4,-7.3,0.0,0.0,0.0,0.0,27.9,14.1,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,-0.224,-17.3,-3.9,-21.2,0.0,2018,2013,5,0,0,53465.0
4141,canaais01,Isaiah Canaan,SMALL_FORWARD,26,SAN_ANTONIO_SPURS,19,418,13.7,0.543,0.485,0.375,1.5,9.9,5.6,26.9,1.8,0.2,15.5,19.0,0.5,0.1,0.7,0.075,0.3,-2.5,-2.2,0.0,2018,2013,5,0,0,997547.0
4142,canaais01,Isaiah Canaan,SMALL_FORWARD,26,SAN_ANTONIO_SPURS,19,418,13.7,0.543,0.485,0.375,1.5,9.9,5.6,26.9,1.8,0.2,15.5,19.0,0.5,0.1,0.7,0.075,0.3,-2.5,-2.2,0.0,2018,2013,5,0,0,200000.0
4143,canaais01,Isaiah Canaan,SMALL_FORWARD,26,SAN_ANTONIO_SPURS,19,418,13.7,0.543,0.485,0.375,1.5,9.9,5.6,26.9,1.8,0.2,15.5,19.0,0.5,0.1,0.7,0.075,0.3,-2.5,-2.2,0.0,2018,2013,5,0,0,53465.0
4144,cartemi01,Michael Carter-Williams,POWER_FORWARD,22,LOS_ANGELES_LAKERS,70,2414,15.5,0.48,0.197,0.348,4.3,15.6,9.8,30.2,2.6,1.4,16.9,25.7,-0.8,2.1,1.3,0.026,-0.6,0.4,-0.2,1.1,2014,2013,1,0,0,2200920.0
4145,cartemi01,Michael Carter-Williams,POWER_FORWARD,23,MINNESOTA_TIMBERWOLVES,41,1391,12.8,0.444,0.205,0.298,3.2,17.3,9.9,40.9,2.2,1.0,20.1,27.1,-2.1,1.6,-0.5,-0.017,-1.9,0.6,-1.3,0.2,2015,2013,2,0,0,2300040.0
4146,cartemi01,Michael Carter-Williams,POWER_FORWARD,23,MINNESOTA_TIMBERWOLVES,25,758,16.3,0.496,0.091,0.354,3.2,11.7,7.5,30.8,3.4,1.3,18.2,25.8,0.0,1.3,1.3,0.08,-1.0,1.4,0.4,0.5,2015,2013,2,0,0,2300040.0
4147,cartemi01,Michael Carter-Williams,SHOOTING_GUARD,24,OKLAHOMA_CITY_THUNDER,54,1649,13.9,0.497,0.099,0.292,3.4,15.7,9.6,26.6,2.5,2.1,19.6,21.3,-0.4,1.6,1.2,0.035,-1.6,0.9,-0.8,0.5,2016,2013,3,0,0,2399040.0
4148,cartemi01,Michael Carter-Williams,SHOOTING_GUARD,25,PHOENIX_SUNS,45,846,9.9,0.437,0.209,0.252,3.0,16.6,9.8,20.0,2.3,2.2,16.3,20.9,-1.0,1.3,0.2,0.013,-4.1,1.7,-2.4,-0.1,2017,2013,4,0,0,3183526.0
4149,cartemi01,Michael Carter-Williams,SMALL_FORWARD,26,SAN_ANTONIO_SPURS,52,835,10.8,0.446,0.258,0.389,4.7,13.3,8.9,19.4,2.6,2.3,16.2,16.6,-0.2,1.1,0.9,0.05,-2.6,2.0,-0.6,0.3,2018,2013,5,0,0,2700000.0
4152,clarkia01,Ian Clark,POWER_FORWARD,23,MINNESOTA_TIMBERWOLVES,23,161,8.3,0.476,0.568,0.114,2.9,6.4,4.7,9.7,2.0,1.0,13.2,15.1,0.0,0.1,0.1,0.044,-2.1,-1.2,-3.3,-0.1,2015,2013,2,0,0,816482.0
4153,clarkia01,Ian Clark,POWER_FORWARD,23,MINNESOTA_TIMBERWOLVES,7,31,11.6,0.509,0.455,0.364,0.0,10.8,5.2,9.9,4.8,2.5,13.6,20.6,0.0,0.0,0.1,0.083,-1.8,1.6,-0.2,0.0,2015,2013,2,0,0,816482.0
4154,clarkia01,Ian Clark,SHOOTING_GUARD,24,OKLAHOMA_CITY_THUNDER,66,578,11.5,0.544,0.416,0.168,2.6,9.7,6.3,15.3,1.4,1.7,16.5,19.5,0.3,0.6,0.9,0.075,-1.8,-1.3,-3.0,-0.2,2016,2013,3,0,0,947276.0
4155,clarkia01,Ian Clark,SHOOTING_GUARD,25,PHOENIX_SUNS,77,1137,13.1,0.575,0.376,0.134,2.3,9.0,5.8,11.2,1.7,0.6,10.7,19.5,1.0,1.3,2.3,0.099,-0.6,-1.4,-2.0,0.0,2017,2013,4,0,0,1015696.0
4156,clarkia01,Ian Clark,SMALL_FORWARD,26,SAN_ANTONIO_SPURS,74,1455,9.4,0.529,0.394,0.119,0.8,8.4,4.7,10.4,1.1,0.5,9.9,17.2,0.3,0.8,1.1,0.037,-2.0,-2.0,-3.9,-0.7,2018,2013,5,0,0,1471382.0
4158,covinro01,Robert Covington,POWER_FORWARD,24,MINNESOTA_TIMBERWOLVES,70,1956,14.7,0.554,0.59,0.287,3.4,14.6,8.8,9.8,2.5,1.3,13.1,21.8,1.6,2.3,4.0,0.097,0.6,-0.5,0.2,1.1,2015,2013,2,0,0,1000000.0
4159,covinro01,Robert Covington,POWER_FORWARD,24,MINNESOTA_TIMBERWOLVES,70,1956,14.7,0.554,0.59,0.287,3.4,14.6,8.8,9.8,2.5,1.3,13.1,21.8,1.6,2.3,4.0,0.097,0.6,-0.5,0.2,1.1,2015,2013,2,0,0,150000.0
4160,covinro01,Robert Covington,SHOOTING_GUARD,25,OKLAHOMA_CITY_THUNDER,67,1903,13.2,0.543,0.677,0.249,3.6,20.9,12.0,8.4,2.7,1.6,15.3,21.5,-0.1,2.1,2.0,0.05,-0.2,0.0,-0.2,0.9,2016,2013,3,0,0,1000000.0
4161,covinro01,Robert Covington,SHOOTING_GUARD,26,PHOENIX_SUNS,67,2119,13.2,0.534,0.563,0.238,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,0.0,3.2,3.1,0.071,-0.7,2.0,1.4,1.8,2017,2013,4,0,0,1015696.0
4162,covinro01,Robert Covington,SMALL_FORWARD,27,TORONTO_RAPTORS,80,2532,12.9,0.563,0.658,0.163,2.4,15.5,9.2,8.7,2.6,2.4,12.3,17.2,1.6,4.5,6.1,0.116,0.4,2.1,2.5,2.9,2018,2013,5,0,0,16698103.0
4164,crabbal01,Allen Crabbe,POWER_FORWARD,22,MINNESOTA_TIMBERWOLVES,51,683,8.7,0.525,0.556,0.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,0.5,0.8,1.3,0.088,-1.3,1.0,-0.3,0.3,2015,2013,2,0,0,862000.0
4165,crabbal01,Allen Crabbe,SHOOTING_GUARD,23,OKLAHOMA_CITY_THUNDER,81,2105,12.2,0.572,0.42,0.167,1.4,9.7,5.6,7.2,1.5,0.6,8.1,16.4,3.1,1.2,4.3,0.098,0.4,-1.1,-0.7,0.7,2016,2013,3,0,0,947276.0
4166,crabbal01,Allen Crabbe,SHOOTING_GUARD,24,PHOENIX_SUNS,79,2254,11.6,0.602,0.467,0.192,0.9,10.2,5.6,6.1,1.2,0.7,8.1,14.9,3.1,1.0,4.2,0.089,0.3,-1.3,-1.0,0.6,2017,2013,4,0,0,18500000.0
4167,crabbal01,Allen Crabbe,SMALL_FORWARD,25,TORONTO_RAPTORS,75,2197,12.3,0.558,0.643,0.163,1.3,14.4,7.8,8.4,1.0,1.2,8.1,19.0,1.8,1.4,3.2,0.07,0.4,-1.2,-0.8,0.7,2018,2013,5,0,0,19332500.0
4170,curryse01,Seth Curry,POWER_FORWARD,24,MINNESOTA_TIMBERWOLVES,2,8,-11.4,0.0,0.333,0.0,0.0,27.7,13.7,15.6,0.0,0.0,0.0,16.5,-0.1,0.0,0.0,-0.298,-14.3,-1.6,-15.9,0.0,2015,2013,2,0,0,100000.0
4171,curryse01,Seth Curry,POWER_FORWARD,24,MINNESOTA_TIMBERWOLVES,2,8,-11.4,0.0,0.333,0.0,0.0,27.7,13.7,15.6,0.0,0.0,0.0,16.5,-0.1,0.0,0.0,-0.298,-14.3,-1.6,-15.9,0.0,2015,2013,2,0,0,48028.0
4172,curryse01,Seth Curry,SHOOTING_GUARD,25,OKLAHOMA_CITY_THUNDER,44,692,13.8,0.603,0.496,0.241,1.4,7.9,4.7,14.2,1.5,0.4,12.7,17.4,1.2,0.2,1.4,0.097,0.9,-2.4,-1.5,0.1,2016,2013,3,0,0,947276.0
4173,curryse01,Seth Curry,SHOOTING_GUARD,26,PHOENIX_SUNS,70,2029,15.5,0.601,0.458,0.142,1.4,9.3,5.1,16.0,2.0,0.3,11.0,19.5,2.9,1.7,4.6,0.11,1.8,-0.4,1.4,1.7,2017,2013,4,0,0,2898000.0
4175,danietr01,Troy Daniels,POWER_FORWARD,23,MINNESOTA_TIMBERWOLVES,17,108,4.5,0.472,0.915,0.085,0.0,6.1,3.1,5.9,0.0,0.0,9.3,21.6,-0.1,0.0,0.0,-0.013,-2.4,-5.8,-8.2,-0.2,2015,2013,2,0,0,816482.0
4176,danietr01,Troy Daniels,POWER_FORWARD,23,MINNESOTA_TIMBERWOLVES,19,154,7.4,0.443,0.661,0.034,4.3,10.0,7.1,13.4,1.0,0.0,11.8,19.4,-0.1,0.0,-0.1,-0.038,-1.4,-4.5,-5.8,-0.1,2015,2013,2,0,0,816482.0
4177,danietr01,Troy Daniels,POWER_FORWARD,23,MINNESOTA_TIMBERWOLVES,11,135,16.1,0.62,0.61,0.119,1.6,5.0,3.3,7.0,1.1,0.6,10.1,23.3,0.2,0.1,0.3,0.119,2.5,-3.7,-1.2,0.0,2015,2013,2,0,0,816482.0
4178,danietr01,Troy Daniels,SHOOTING_GUARD,24,OKLAHOMA_CITY_THUNDER,43,476,14.9,0.634,0.652,0.048,1.6,11.6,6.5,7.6,1.2,0.5,11.2,20.4,0.6,0.4,1.1,0.11,1.6,-2.7,-1.1,0.1,2016,2013,3,0,0,947276.0
4179,danietr01,Troy Daniels,SHOOTING_GUARD,25,PHOENIX_SUNS,67,1183,10.4,0.531,0.717,0.109,2.1,7.8,4.8,6.6,0.9,0.3,8.0,21.7,0.5,0.8,1.3,0.051,0.4,-3.5,-3.1,-0.3,2017,2013,4,0,0,3332940.0
4180,danietr01,Troy Daniels,SMALL_FORWARD,26,TORONTO_RAPTORS,79,1622,9.8,0.583,0.797,0.111,0.8,7.7,4.2,4.5,0.8,0.2,8.5,17.2,1.4,0.0,1.4,0.042,0.7,-3.6,-2.9,-0.4,2018,2013,5,0,0,3408520.0
4182,datomlu01,Luigi Datome,POWER_FORWARD,27,MINNESOTA_TIMBERWOLVES,3,17,16.7,0.458,0.333,0.0,6.2,20.0,12.8,24.9,3.0,0.0,14.3,36.5,0.0,0.0,0.0,-0.033,-0.2,-1.0,-1.2,0.0,2015,2013,2,0,0,1750000.0
4183,datomlu01,Luigi Datome,POWER_FORWARD,27,MINNESOTA_TIMBERWOLVES,18,192,14.9,0.607,0.468,0.013,1.1,13.3,7.1,6.0,0.3,2.8,8.3,19.3,0.3,0.2,0.4,0.106,-0.3,-1.9,-2.2,0.0,2015,2013,2,0,0,1750000.0
4190,dedmode01,Dewayne Dedmon,POWER_FORWARD,25,MINNESOTA_TIMBERWOLVES,59,845,13.3,0.568,0.006,0.395,15.5,24.1,19.7,1.6,1.0,4.8,21.1,13.0,0.7,1.0,1.7,0.099,-3.6,0.3,-3.3,-0.3,2015,2013,2,0,0,816482.0
4191,dedmode01,Dewayne Dedmon,SHOOTING_GUARD,26,OKLAHOMA_CITY_THUNDER,58,705,17.0,0.606,0.0,0.429,10.4,25.7,17.9,2.7,1.6,5.4,13.2,15.2,1.2,1.1,2.4,0.162,-2.6,1.3,-1.3,0.1,2016,2013,3,0,0,947278.0
4192,dedmode01,Dewayne Dedmon,SHOOTING_GUARD,27,PHOENIX_SUNS,76,1330,16.0,0.645,0.0,0.359,11.2,30.6,21.1,4.8,1.4,3.7,16.9,12.3,2.3,3.0,5.2,0.189,-1.6,3.2,1.7,1.2,2017,2013,4,0,0,2898000.0
4193,dedmode01,Dewayne Dedmon,SMALL_FORWARD,28,TORONTO_RAPTORS,62,1542,15.8,0.599,0.296,0.18,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17.0,1.8,1.9,3.7,0.114,-1.0,1.6,0.5,1.0,2018,2013,5,0,0,6000000.0
4195,dellama01,Matthew Dellavedova,POWER_FORWARD,24,MINNESOTA_TIMBERWOLVES,67,1380,8.5,0.493,0.544,0.124,3.1,7.3,5.2,21.1,0.9,0.1,15.9,12.6,1.4,0.5,1.9,0.067,-0.6,-2.0,-2.6,-0.2,2015,2013,2,0,0,816482.0
4196,dellama01,Matthew Dellavedova,SHOOTING_GUARD,25,OKLAHOMA_CITY_THUNDER,76,1867,11.3,0.527,0.468,0.129,2.0,7.8,4.9,26.2,1.2,0.4,17.7,15.9,2.2,1.6,3.8,0.098,-0.2,-1.4,-1.6,0.2,2016,2013,3,0,0,1147280.0
4197,dellama01,Matthew Dellavedova,SHOOTING_GUARD,26,PHOENIX_SUNS,76,1986,9.4,0.501,0.403,0.18,1.4,7.1,4.3,25.7,1.4,0.0,18.8,16.3,0.3,0.9,1.2,0.029,-1.9,-2.8,-4.7,-1.4,2017,2013,4,0,0,9607500.0
4198,dellama01,Matthew Dellavedova,SMALL_FORWARD,27,TORONTO_RAPTORS,38,712,8.6,0.5,0.513,0.178,2.3,8.2,5.3,27.4,1.0,0.0,23.0,13.5,0.3,0.2,0.5,0.032,-2.3,-3.6,-5.9,-0.7,2018,2013,5,0,0,9607500.0
4199,dienggo01,Gorgui Dieng,POWER_FORWARD,24,MEMPHIS_GRIZZLIES,60,818,16.5,0.534,0.004,0.41,13.4,26.9,20.0,7.2,1.8,4.6,16.8,16.8,0.7,1.5,2.2,0.129,-2.4,3.1,0.7,0.5,2014,2013,1,0,0,1352640.0
4200,dienggo01,Gorgui Dieng,POWER_FORWARD,25,MINNESOTA_TIMBERWOLVES,73,2193,17.2,0.573,0.012,0.477,11.3,20.8,15.9,10.5,1.6,4.5,16.9,15.0,3.4,1.5,4.9,0.108,0.1,2.4,2.5,2.5,2015,2013,2,0,0,1413480.0
4201,dienggo01,Gorgui Dieng,SHOOTING_GUARD,26,OKLAHOMA_CITY_THUNDER,82,2220,17.1,0.601,0.035,0.428,8.3,22.1,15.3,10.1,2.1,3.5,16.9,16.7,3.4,2.5,5.9,0.127,0.0,2.4,2.4,2.5,2016,2013,3,0,0,1474440.0
4202,dienggo01,Gorgui Dieng,SHOOTING_GUARD,27,PHOENIX_SUNS,82,2653,14.2,0.555,0.065,0.253,8.1,20.5,14.2,8.6,1.7,3.1,12.7,14.0,3.2,2.5,5.7,0.103,-0.5,2.2,1.8,2.5,2017,2013,4,0,0,2348783.0
4203,dienggo01,Gorgui Dieng,SMALL_FORWARD,28,TORONTO_RAPTORS,79,1333,14.7,0.543,0.157,0.263,9.1,22.2,15.6,7.5,1.7,2.6,12.0,16.3,1.6,1.4,2.9,0.105,-1.0,0.6,-0.4,0.5,2018,2013,5,0,0,14112360.0
4208,frankja01,Jamaal Franklin,POWER_FORWARD,23,MINNESOTA_TIMBERWOLVES,3,13,4.9,0.75,1.0,0.0,8.0,8.6,8.3,32.8,0.0,6.0,60.0,16.6,0.0,0.0,0.0,-0.063,-4.8,-0.3,-5.1,0.0,2015,2013,2,0,0,163296.0
4209,frankja01,Jamaal Franklin,POWER_FORWARD,23,MINNESOTA_TIMBERWOLVES,3,13,4.9,0.75,1.0,0.0,8.0,8.6,8.3,32.8,0.0,6.0,60.0,16.6,0.0,0.0,0.0,-0.063,-4.8,-0.3,-5.1,0.0,2015,2013,2,0,0,19914.0
4210,goberru01,Rudy Gobert,POWER_FORWARD,21,MEMPHIS_GRIZZLIES,45,434,12.9,0.507,0.0,0.878,13.1,28.5,20.6,2.4,1.0,7.4,23.8,14.2,-0.2,0.6,0.4,0.045,-6.1,1.8,-4.3,-0.3,2014,2013,1,0,0,1078800.0
4211,goberru01,Rudy Gobert,POWER_FORWARD,22,MINNESOTA_TIMBERWOLVES,82,2158,21.6,0.627,0.005,0.639,14.3,27.2,20.7,8.2,1.6,7.0,16.9,14.0,5.0,4.3,9.3,0.206,0.7,5.1,5.8,4.3,2015,2013,2,0,0,1127400.0
4212,goberru01,Rudy Gobert,SHOOTING_GUARD,23,OKLAHOMA_CITY_THUNDER,61,1932,17.5,0.582,0.0,0.799,12.6,27.7,20.2,7.4,1.2,5.9,19.2,14.2,2.6,3.8,6.4,0.16,-1.1,4.8,3.7,2.8,2016,2013,3,0,0,1175880.0
4213,goberru01,Rudy Gobert,SHOOTING_GUARD,24,PHOENIX_SUNS,81,2744,23.3,0.681,0.002,0.762,13.6,29.5,21.8,5.7,0.9,6.4,15.0,16.7,8.3,6.0,14.3,0.25,1.4,4.5,5.8,5.4,2017,2013,4,0,0,2121288.0
4214,goberru01,Rudy Gobert,SMALL_FORWARD,25,TORONTO_RAPTORS,56,1816,20.7,0.657,0.0,0.673,10.4,27.0,18.8,6.9,1.2,6.0,15.7,16.9,4.2,3.9,8.1,0.214,-0.3,4.6,4.3,2.9,2018,2013,5,0,0,21974719.0
4215,goodwar01,Archie Goodwin,POWER_FORWARD,19,MEMPHIS_GRIZZLIES,52,533,10.3,0.507,0.216,0.329,5.3,13.0,9.2,5.7,1.9,1.6,18.7,19.4,-0.3,0.5,0.2,0.018,-3.9,-0.4,-4.3,-0.3,2014,2013,1,0,0,1064400.0
4216,goodwar01,Archie Goodwin,POWER_FORWARD,20,MINNESOTA_TIMBERWOLVES,41,535,11.2,0.486,0.204,0.413,5.5,9.7,7.6,12.6,1.7,1.3,16.8,23.4,-0.2,0.4,0.2,0.014,-3.3,-1.2,-4.5,-0.3,2015,2013,2,0,0,1112280.0
4217,goodwar01,Archie Goodwin,SHOOTING_GUARD,21,OKLAHOMA_CITY_THUNDER,57,1114,11.1,0.498,0.235,0.457,2.6,11.5,6.9,17.2,1.2,1.0,16.5,23.2,-0.4,0.5,0.1,0.004,-2.9,-1.7,-4.6,-0.7,2016,2013,3,0,0,1160160.0
4218,goodwar01,Archie Goodwin,SHOOTING_GUARD,22,PHOENIX_SUNS,3,30,19.7,0.798,0.4,2.0,0.0,0.0,0.0,4.5,0.0,2.7,0.0,13.9,0.2,0.0,0.2,0.291,2.2,-3.7,-1.5,0.0,2017,2013,4,0,0,2094089.0
4219,goodwar01,Archie Goodwin,SHOOTING_GUARD,22,PHOENIX_SUNS,3,30,19.7,0.798,0.4,2.0,0.0,0.0,0.0,4.5,0.0,2.7,0.0,13.9,0.2,0.0,0.2,0.291,2.2,-3.7,-1.5,0.0,2017,2013,4,0,0,194494.0
4220,goodwar01,Archie Goodwin,SHOOTING_GUARD,22,PHOENIX_SUNS,3,30,19.7,0.798,0.4,2.0,0.0,0.0,0.0,4.5,0.0,2.7,0.0,13.9,0.2,0.0,0.2,0.291,2.2,-3.7,-1.5,0.0,2017,2013,4,0,0,95600.0
4221,goodwar01,Archie Goodwin,SHOOTING_GUARD,22,PHOENIX_SUNS,12,184,18.6,0.633,0.213,0.525,4.1,11.9,8.1,20.8,1.0,1.6,15.7,20.7,0.4,0.1,0.5,0.131,0.3,-1.4,-1.0,0.0,2017,2013,4,0,0,2094089.0
4222,goodwar01,Archie Goodwin,SHOOTING_GUARD,22,PHOENIX_SUNS,12,184,18.6,0.633,0.213,0.525,4.1,11.9,8.1,20.8,1.0,1.6,15.7,20.7,0.4,0.1,0.5,0.131,0.3,-1.4,-1.0,0.0,2017,2013,4,0,0,194494.0
4223,goodwar01,Archie Goodwin,SHOOTING_GUARD,22,PHOENIX_SUNS,12,184,18.6,0.633,0.213,0.525,4.1,11.9,8.1,20.8,1.0,1.6,15.7,20.7,0.4,0.1,0.5,0.131,0.3,-1.4,-1.0,0.0,2017,2013,4,0,0,95600.0
4225,gutiejo01,Jorge Gutiérrez,POWER_FORWARD,26,MINNESOTA_TIMBERWOLVES,10,44,10.9,0.522,0.071,0.214,0.0,17.8,8.9,26.0,1.2,0.0,16.4,19.0,0.0,0.0,0.1,0.059,-3.0,-1.7,-4.6,0.0,2015,2013,2,0,0,59686.0
4226,gutiejo01,Jorge Gutiérrez,POWER_FORWARD,26,MINNESOTA_TIMBERWOLVES,10,131,11.1,0.589,0.074,0.37,4.4,11.3,7.9,17.4,1.9,0.0,22.3,13.9,0.1,0.2,0.3,0.098,-2.3,-0.3,-2.6,0.0,2015,2013,2,0,0,59686.0
4227,gutiejo01,Jorge Gutiérrez,SHOOTING_GUARD,27,OKLAHOMA_CITY_THUNDER,12,63,19.1,0.694,0.182,1.0,0.0,12.3,6.1,40.3,2.4,0.0,27.5,15.6,0.2,0.1,0.3,0.201,-0.8,-2.4,-3.2,0.0,2016,2013,3,0,0,301444.0
4230,hamilju01,Justin Hamilton,POWER_FORWARD,24,MINNESOTA_TIMBERWOLVES,24,289,9.7,0.485,0.292,0.108,10.2,9.8,10.0,6.5,1.5,1.5,10.5,12.4,0.2,0.2,0.4,0.069,-1.2,-0.4,-1.6,0.0,2015,2013,2,0,0,816482.0
4231,hamilju01,Justin Hamilton,POWER_FORWARD,24,MINNESOTA_TIMBERWOLVES,17,423,18.0,0.586,0.106,0.354,8.7,14.8,11.6,9.2,2.3,4.6,12.1,15.5,0.8,0.3,1.1,0.125,0.6,1.7,2.3,0.5,2015,2013,2,0,0,816482.0
4232,hamilju01,Justin Hamilton,SHOOTING_GUARD,26,PHOENIX_SUNS,64,1177,13.6,0.55,0.475,0.137,6.5,17.0,11.8,7.3,1.2,2.8,9.7,16.2,1.0,1.0,2.1,0.084,-0.9,0.2,-0.8,0.4,2017,2013,4,0,0,3000000.0
4233,hardati02,Tim Hardaway,POWER_FORWARD,21,MEMPHIS_GRIZZLIES,81,1875,12.7,0.554,0.521,0.186,1.2,6.6,3.8,5.8,1.2,0.3,5.9,19.6,2.7,0.4,3.1,0.08,1.3,-3.5,-2.3,-0.1,2014,2013,1,0,0,1196760.0
4234,hardati02,Tim Hardaway,POWER_FORWARD,22,MINNESOTA_TIMBERWOLVES,70,1681,12.1,0.512,0.494,0.218,0.8,10.2,5.4,13.5,0.6,0.7,9.5,23.8,0.8,0.0,0.8,0.023,0.1,-4.2,-4.1,-0.9,2015,2013,2,0,0,1250640.0
4235,hardati02,Tim Hardaway,SHOOTING_GUARD,23,OKLAHOMA_CITY_THUNDER,51,864,11.7,0.563,0.536,0.211,0.9,9.8,5.4,8.9,1.2,0.6,7.4,16.2,0.9,1.0,1.9,0.105,-0.9,-1.2,-2.1,0.0,2016,2013,3,0,0,1304520.0
4236,hardati02,Tim Hardaway,SHOOTING_GUARD,24,PORTLAND_TRAIL_BLAZERS,79,2154,15.2,0.568,0.457,0.235,1.8,9.5,5.7,14.3,1.3,0.6,9.5,22.5,2.7,2.1,4.8,0.107,1.3,-1.5,-0.3,0.9,2017,2013,4,0,0,2281605.0
4237,hardati02,Tim Hardaway,SMALL_FORWARD,25,TORONTO_RAPTORS,57,1885,14.4,0.533,0.479,0.209,1.9,11.3,6.6,12.7,1.6,0.5,9.0,23.8,1.6,1.1,2.6,0.067,1.7,-1.8,-0.1,0.9,2018,2013,5,0,0,16500000.0
4239,hillso01,Solomon Hill,POWER_FORWARD,22,MEMPHIS_GRIZZLIES,28,226,7.6,0.545,0.575,0.175,4.7,15.2,10.2,7.9,1.1,0.7,23.2,11.3,0.0,0.4,0.4,0.08,-3.3,1.0,-2.3,0.0,2014,2013,1,0,0,1246680.0
4240,hillso01,Solomon Hill,POWER_FORWARD,23,NEW_JERSEY_NETS,82,2381,10.2,0.507,0.328,0.304,3.3,11.2,7.3,11.9,1.4,0.6,13.8,15.9,0.9,2.6,3.5,0.072,-1.1,0.8,-0.3,1.0,2015,2013,2,0,0,1302840.0
4241,hillso01,Solomon Hill,SHOOTING_GUARD,24,OKLAHOMA_CITY_THUNDER,59,866,12.2,0.543,0.356,0.202,4.9,15.9,10.5,9.6,2.1,1.0,12.7,13.2,0.8,1.3,2.1,0.117,-1.3,1.3,0.0,0.4,2016,2013,3,0,0,1358880.0
4242,hillso01,Solomon Hill,SMALL_FORWARD,25,PORTLAND_TRAIL_BLAZERS,80,2374,8.0,0.527,0.565,0.268,2.3,11.4,6.8,8.1,1.5,1.1,13.3,11.5,0.4,2.3,2.7,0.055,-1.8,1.5,-0.3,1.0,2017,2013,4,0,0,11241218.0
4243,hillso01,Solomon Hill,SMALL_FORWARD,26,TORONTO_RAPTORS,12,187,4.8,0.332,0.512,0.146,5.4,15.1,10.4,14.4,1.8,0.4,17.1,12.2,-0.2,0.2,-0.1,-0.014,-4.4,0.6,-3.8,-0.1,2018,2013,5,0,0,12236535.0
4245,hopsosc01,Scotty Hopson,SMALL_FORWARD,28,TORONTO_RAPTORS,1,8,-4.6,0.266,0.0,2.0,0.0,0.0,0.0,15.8,0.0,0.0,34.7,16.3,0.0,0.0,0.0,-0.238,-14.7,-6.0,-20.7,0.0,2018,2013,5,0,0,74159.0
4247,hummero01,Robbie Hummel,POWER_FORWARD,25,NEW_JERSEY_NETS,45,742,9.7,0.536,0.297,0.169,4.6,16.4,10.3,5.6,1.1,1.0,8.9,12.1,0.7,0.1,0.8,0.05,-1.8,-1.6,-3.5,-0.3,2015,2013,2,0,0,880000.0
4248,karasse01,Sergey Karasev,POWER_FORWARD,20,MEMPHIS_GRIZZLIES,22,156,2.3,0.47,0.543,0.286,0.0,11.8,5.8,5.6,1.0,0.5,21.8,14.4,-0.2,0.1,-0.1,-0.041,-5.9,-1.6,-7.5,-0.2,2014,2013,1,0,0,1467840.0
4249,karasse01,Sergey Karasev,SHOOTING_GUARD,21,NEW_ORLEANS_HORNETS,33,555,10.5,0.508,0.403,0.284,4.5,8.9,6.7,12.3,2.1,0.1,13.7,14.4,0.3,0.4,0.7,0.061,-0.7,-0.5,-1.2,0.1,2015,2013,2,0,0,1533840.0
4250,karasse01,Sergey Karasev,SHOOTING_GUARD,22,ORLANDO_MAGIC,40,399,8.5,0.562,0.5,0.378,2.2,14.3,8.2,12.2,0.8,0.4,20.3,12.1,0.2,0.1,0.3,0.031,-2.4,-1.7,-4.2,-0.2,2016,2013,3,0,0,1599840.0
4252,kellyry01,Ryan Kelly,SHOOTING_GUARD,23,NEW_ORLEANS_HORNETS,52,1233,8.6,0.473,0.434,0.307,1.1,12.4,6.5,10.9,1.2,1.6,9.5,14.0,0.4,0.3,0.7,0.027,-2.1,-0.8,-2.8,-0.3,2015,2013,2,0,0,1650000.0
