,combos,R2,R2_adj,RMSE
7611,"['positions', 'team', 'true_shooting_percentage', 'three_point_attempt_rate', 'steal_percentage', 'exp', 'exp^2']",0.242,0.236,1.237
23403,"['team', 'true_shooting_percentage', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'block_percentage', 'exp', 'exp^2']",0.242,0.236,1.237
966,"['positions', 'team', 'true_shooting_percentage', 'three_point_attempt_rate', 'exp', 'exp^2']",0.242,0.236,1.237
8116,"['positions', 'team', 'offensive_rebound_percentage', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.242,0.236,1.237
3812,"['team', 'true_shooting_percentage', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'exp', 'exp^2']",0.242,0.236,1.237
12792,"['positions', 'true_shooting_percentage', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'block_percentage', 'exp', 'exp^2']",0.242,0.24,1.237
481,"['team', 'free_throw_attempt_rate', 'usage_percentage', 'exp', 'exp^2']",0.243,0.237,1.237
4195,"['team', 'free_throw_attempt_rate', 'steal_percentage', 'usage_percentage', 'exp', 'exp^2']",0.243,0.237,1.237
5904,"['positions', 'age', 'true_shooting_percentage', 'total_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.242,0.24,1.237
4162,"['team', 'free_throw_attempt_rate', 'defensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.242,0.236,1.237
23457,"['team', 'true_shooting_percentage', 'three_point_attempt_rate', 'steal_percentage', 'block_percentage', 'exp', 'exp^2']",0.241,0.235,1.238
14101,"['positions', 'three_point_attempt_rate', 'total_rebound_percentage', 'steal_percentage', 'usage_percentage', 'exp', 'exp^2']",0.241,0.24,1.238
15823,"['positions', 'defensive_rebound_percentage', 'total_rebound_percentage', 'turnover_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.239,1.238
1086,"['positions', 'team', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.235,1.238
2571,"['positions', 'assist_percentage', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.239,1.238
13192,"['positions', 'true_shooting_percentage', 'defensive_rebound_percentage', 'steal_percentage', 'block_percentage', 'exp', 'exp^2']",0.241,0.239,1.238
14185,"['positions', 'three_point_attempt_rate', 'assist_percentage', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.239,1.238
14801,"['positions', 'free_throw_attempt_rate', 'total_rebound_percentage', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.241,0.24,1.238
23593,"['team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'steal_percentage', 'block_percentage', 'exp', 'exp^2']",0.241,0.235,1.238
15368,"['positions', 'offensive_rebound_percentage', 'total_rebound_percentage', 'turnover_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.239,1.238
1841,"['positions', 'true_shooting_percentage', 'defensive_rebound_percentage', 'block_percentage', 'exp', 'exp^2']",0.241,0.239,1.238
13284,"['positions', 'true_shooting_percentage', 'total_rebound_percentage', 'steal_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.241,0.24,1.238
14865,"['positions', 'free_throw_attempt_rate', 'assist_percentage', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.239,1.238
2487,"['positions', 'total_rebound_percentage', 'steal_percentage', 'usage_percentage', 'exp', 'exp^2']",0.241,0.24,1.238
13769,"['positions', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'total_rebound_percentage', 'allstar', 'exp', 'exp^2']",0.242,0.24,1.238
15425,"['positions', 'offensive_rebound_percentage', 'assist_percentage', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.239,1.238
2155,"['positions', 'free_throw_attempt_rate', 'total_rebound_percentage', 'allstar', 'exp', 'exp^2']",0.241,0.24,1.238
14330,"['positions', 'three_point_attempt_rate', 'block_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.241,0.24,1.238
1856,"['positions', 'true_shooting_percentage', 'total_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.241,0.24,1.238
12956,"['positions', 'true_shooting_percentage', 'free_throw_attempt_rate', 'assist_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.241,0.239,1.238
23539,"['team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'block_percentage', 'exp', 'exp^2']",0.241,0.235,1.238
2010,"['positions', 'three_point_attempt_rate', 'total_rebound_percentage', 'usage_percentage', 'exp', 'exp^2']",0.241,0.24,1.238
15277,"['positions', 'offensive_rebound_percentage', 'defensive_rebound_percentage', 'turnover_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.239,1.238
14790,"['positions', 'free_throw_attempt_rate', 'total_rebound_percentage', 'steal_percentage', 'allstar', 'exp', 'exp^2']",0.241,0.24,1.238
16666,"['positions', 'assist_percentage', 'block_percentage', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.241,0.24,1.238
3817,"['team', 'true_shooting_percentage', 'three_point_attempt_rate', 'block_percentage', 'exp', 'exp^2']",0.241,0.236,1.238
7996,"['positions', 'team', 'free_throw_attempt_rate', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.235,1.238
5888,"['positions', 'age', 'true_shooting_percentage', 'defensive_rebound_percentage', 'steal_percentage', 'exp', 'exp^2']",0.24,0.239,1.238
5889,"['positions', 'age', 'true_shooting_percentage', 'defensive_rebound_percentage', 'block_percentage', 'exp', 'exp^2']",0.241,0.24,1.238
518,"['team', 'defensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.236,1.238
4026,"['team', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.236,1.238
25413,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.235,1.238
7629,"['positions', 'team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'block_percentage', 'exp', 'exp^2']",0.241,0.235,1.238
6113,"['positions', 'age', 'three_point_attempt_rate', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.241,0.24,1.238
2990,"['age', 'team', 'true_shooting_percentage', 'three_point_attempt_rate', 'exp', 'exp^2']",0.241,0.236,1.238
7871,"['positions', 'team', 'three_point_attempt_rate', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.24,0.234,1.238
18447,"['age', 'team', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.235,1.238
7860,"['positions', 'team', 'three_point_attempt_rate', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.234,1.238
6104,"['positions', 'age', 'three_point_attempt_rate', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.241,0.24,1.238
3816,"['team', 'true_shooting_percentage', 'three_point_attempt_rate', 'steal_percentage', 'exp', 'exp^2']",0.241,0.236,1.238
250,"['positions', 'total_rebound_percentage', 'usage_percentage', 'exp', 'exp^2']",0.241,0.24,1.238
18742,"['age', 'team', 'offensive_rebound_percentage', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.236,1.238
3834,"['team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'block_percentage', 'exp', 'exp^2']",0.241,0.235,1.238
6755,"['positions', 'age', 'block_percentage', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.241,0.239,1.238
5837,"['positions', 'age', 'true_shooting_percentage', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'exp', 'exp^2']",0.241,0.239,1.238
5134,"['positions', 'age', 'team', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.235,1.238
18255,"['age', 'team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'block_percentage', 'exp', 'exp^2']",0.241,0.235,1.238
8312,"['positions', 'team', 'total_rebound_percentage', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.235,1.238
437,"['team', 'true_shooting_percentage', 'three_point_attempt_rate', 'exp', 'exp^2']",0.241,0.236,1.238
3071,"['age', 'team', 'defensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.235,1.238
6619,"['positions', 'age', 'assist_percentage', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.239,1.238
18237,"['age', 'team', 'true_shooting_percentage', 'three_point_attempt_rate', 'steal_percentage', 'exp', 'exp^2']",0.241,0.235,1.238
4321,"['team', 'offensive_rebound_percentage', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.235,1.238
18238,"['age', 'team', 'true_shooting_percentage', 'three_point_attempt_rate', 'block_percentage', 'exp', 'exp^2']",0.241,0.235,1.238
25217,"['team', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.241,0.235,1.238
18938,"['age', 'team', 'total_rebound_percentage', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.24,0.234,1.239
716,"['positions', 'age', 'true_shooting_percentage', 'defensive_rebound_percentage', 'exp', 'exp^2']",0.24,0.239,1.239
2474,"['positions', 'total_rebound_percentage', 'assist_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.239,0.238,1.239
24548,"['team', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.24,0.234,1.239
164,"['positions', 'true_shooting_percentage', 'defensive_rebound_percentage', 'exp', 'exp^2']",0.24,0.239,1.239
24505,"['team', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'total_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.239,0.233,1.239
2496,"['positions', 'total_rebound_percentage', 'steal_percentage', 'allstar', 'exp', 'exp^2']",0.239,0.238,1.239
3110,"['age', 'team', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.24,0.234,1.239
24417,"['team', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.24,0.234,1.239
16324,"['positions', 'total_rebound_percentage', 'steal_percentage', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.239,0.238,1.239
6067,"['positions', 'age', 'three_point_attempt_rate', 'total_rebound_percentage', 'allstar', 'exp', 'exp^2']",0.24,0.239,1.239
8007,"['positions', 'team', 'free_throw_attempt_rate', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.239,0.233,1.239
24428,"['team', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.24,0.234,1.239
1840,"['positions', 'true_shooting_percentage', 'defensive_rebound_percentage', 'steal_percentage', 'exp', 'exp^2']",0.24,0.239,1.239
18250,"['age', 'team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'exp', 'exp^2']",0.24,0.234,1.239
2507,"['positions', 'total_rebound_percentage', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.239,0.238,1.239
14321,"['positions', 'three_point_attempt_rate', 'block_percentage', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.24,0.239,1.239
16248,"['positions', 'total_rebound_percentage', 'assist_percentage', 'block_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.239,0.238,1.239
2065,"['positions', 'three_point_attempt_rate', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.24,0.239,1.239
13935,"['positions', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.24,0.239,1.239
4517,"['team', 'total_rebound_percentage', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.24,0.234,1.239
6522,"['positions', 'age', 'total_rebound_percentage', 'assist_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.24,0.238,1.239
18622,"['age', 'team', 'free_throw_attempt_rate', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.24,0.234,1.239
6544,"['positions', 'age', 'total_rebound_percentage', 'steal_percentage', 'allstar', 'exp', 'exp^2']",0.24,0.239,1.239
6555,"['positions', 'age', 'total_rebound_percentage', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.24,0.238,1.239
2019,"['positions', 'three_point_attempt_rate', 'total_rebound_percentage', 'allstar', 'exp', 'exp^2']",0.239,0.238,1.239
14088,"['positions', 'three_point_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.239,0.238,1.239
4201,"['team', 'free_throw_attempt_rate', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.24,0.234,1.239
259,"['positions', 'total_rebound_percentage', 'allstar', 'exp', 'exp^2']",0.239,0.238,1.239
14110,"['positions', 'three_point_attempt_rate', 'total_rebound_percentage', 'steal_percentage', 'allstar', 'exp', 'exp^2']",0.239,0.238,1.239
18497,"['age', 'team', 'three_point_attempt_rate', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.24,0.234,1.239
14121,"['positions', 'three_point_attempt_rate', 'total_rebound_percentage', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.239,0.238,1.239
4076,"['team', 'three_point_attempt_rate', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.239,0.234,1.239
18486,"['age', 'team', 'three_point_attempt_rate', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.24,0.234,1.239
4065,"['team', 'three_point_attempt_rate', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.24,0.234,1.239
13362,"['positions', 'true_shooting_percentage', 'assist_percentage', 'steal_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.24,0.238,1.239
14200,"['positions', 'three_point_attempt_rate', 'assist_percentage', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.24,0.238,1.239
7624,"['positions', 'team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'exp', 'exp^2']",0.24,0.234,1.239
5145,"['positions', 'age', 'team', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.239,0.233,1.239
557,"['team', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.24,0.234,1.239
24733,"['team', 'three_point_attempt_rate', 'total_rebound_percentage', 'steal_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.24,0.234,1.239
14275,"['positions', 'three_point_attempt_rate', 'steal_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.24,0.239,1.239
16237,"['positions', 'total_rebound_percentage', 'assist_percentage', 'steal_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.239,0.238,1.239
3829,"['team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'exp', 'exp^2']",0.239,0.234,1.239
8127,"['positions', 'team', 'offensive_rebound_percentage', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.239,0.233,1.239
1097,"['positions', 'team', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.239,0.233,1.239
811,"['positions', 'age', 'total_rebound_percentage', 'allstar', 'exp', 'exp^2']",0.24,0.239,1.239
5917,"['positions', 'age', 'true_shooting_percentage', 'assist_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.239,0.238,1.239
12759,"['positions', 'true_shooting_percentage', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'assist_percentage', 'exp', 'exp^2']",0.24,0.239,1.239
1789,"['positions', 'true_shooting_percentage', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'exp', 'exp^2']",0.24,0.239,1.239
12791,"['positions', 'true_shooting_percentage', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'steal_percentage', 'exp', 'exp^2']",0.24,0.239,1.239
12762,"['positions', 'true_shooting_percentage', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'turnover_percentage', 'exp', 'exp^2']",0.24,0.238,1.239
14768,"['positions', 'free_throw_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.239,0.238,1.239
23538,"['team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'steal_percentage', 'exp', 'exp^2']",0.24,0.234,1.239
13806,"['positions', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.238,0.237,1.24
18633,"['age', 'team', 'free_throw_attempt_rate', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.238,0.232,1.24
6529,"['positions', 'age', 'total_rebound_percentage', 'assist_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.238,0.237,1.24
5015,"['positions', 'age', 'team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'exp', 'exp^2']",0.238,0.232,1.24
24610,"['team', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'total_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.239,0.233,1.24
24491,"['team', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'defensive_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.239,0.233,1.24
25228,"['team', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.238,0.232,1.24
18753,"['age', 'team', 'offensive_rebound_percentage', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.238,0.232,1.24
4332,"['team', 'offensive_rebound_percentage', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.238,0.232,1.24
3121,"['age', 'team', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.238,0.233,1.24
6643,"['positions', 'age', 'assist_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.238,0.236,1.24
7628,"['positions', 'team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'steal_percentage', 'exp', 'exp^2']",0.238,0.232,1.24
7961,"['positions', 'team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'exp', 'exp^2']",0.238,0.232,1.24
568,"['team', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.238,0.232,1.24
2481,"['positions', 'total_rebound_percentage', 'assist_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.238,0.237,1.24
4212,"['team', 'free_throw_attempt_rate', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.238,0.232,1.24
14095,"['positions', 'three_point_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.238,0.237,1.24
1869,"['positions', 'true_shooting_percentage', 'assist_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.239,0.238,1.24
14775,"['positions', 'free_throw_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.238,0.237,1.24
967,"['positions', 'team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'exp', 'exp^2']",0.238,0.232,1.24
4166,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'exp', 'exp^2']",0.237,0.232,1.241
8292,"['positions', 'team', 'total_rebound_percentage', 'assist_percentage', 'block_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
2595,"['positions', 'assist_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.237,0.236,1.241
4176,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.237,0.231,1.241
15001,"['positions', 'free_throw_attempt_rate', 'block_percentage', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.238,0.236,1.241
16386,"['positions', 'total_rebound_percentage', 'block_percentage', 'turnover_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.238,0.236,1.241
24712,"['team', 'three_point_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'steal_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
973,"['positions', 'team', 'true_shooting_percentage', 'block_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
15010,"['positions', 'free_throw_attempt_rate', 'block_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.238,0.236,1.241
6764,"['positions', 'age', 'block_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.238,0.236,1.241
8084,"['positions', 'team', 'offensive_rebound_percentage', 'total_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.237,0.23,1.241
3833,"['team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'steal_percentage', 'exp', 'exp^2']",0.238,0.232,1.241
14266,"['positions', 'three_point_attempt_rate', 'steal_percentage', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.237,0.235,1.241
24713,"['team', 'three_point_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'block_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
15561,"['positions', 'offensive_rebound_percentage', 'block_percentage', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.237,0.236,1.241
2991,"['age', 'team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'exp', 'exp^2']",0.238,0.232,1.241
7645,"['positions', 'team', 'true_shooting_percentage', 'offensive_rebound_percentage', 'block_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
16620,"['positions', 'assist_percentage', 'steal_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.238,0.236,1.241
7806,"['positions', 'team', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.237,0.231,1.241
6094,"['positions', 'age', 'three_point_attempt_rate', 'block_percentage', 'usage_percentage', 'exp', 'exp^2']",0.237,0.235,1.241
14199,"['positions', 'three_point_attempt_rate', 'assist_percentage', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.237,0.235,1.241
24392,"['team', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'total_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.237,0.231,1.241
7825,"['positions', 'team', 'three_point_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
3850,"['team', 'true_shooting_percentage', 'offensive_rebound_percentage', 'block_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
5021,"['positions', 'age', 'team', 'true_shooting_percentage', 'block_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
25393,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'block_percentage', 'exp', 'exp^2']",0.238,0.232,1.241
15967,"['positions', 'defensive_rebound_percentage', 'steal_percentage', 'turnover_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.238,0.236,1.241
7835,"['positions', 'team', 'three_point_attempt_rate', 'total_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.237,0.231,1.241
8291,"['positions', 'team', 'total_rebound_percentage', 'assist_percentage', 'steal_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
25392,"['team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'steal_percentage', 'exp', 'exp^2']",0.238,0.232,1.241
15957,"['positions', 'defensive_rebound_percentage', 'steal_percentage', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.238,0.236,1.241
7699,"['positions', 'team', 'true_shooting_percentage', 'steal_percentage', 'block_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
18917,"['age', 'team', 'total_rebound_percentage', 'assist_percentage', 'steal_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
12758,"['positions', 'true_shooting_percentage', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'total_rebound_percentage', 'exp', 'exp^2']",0.237,0.235,1.241
8070,"['positions', 'team', 'offensive_rebound_percentage', 'defensive_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.237,0.23,1.241
2716,"['positions', 'block_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.237,0.236,1.241
5109,"['positions', 'age', 'team', 'total_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.237,0.231,1.241
438,"['team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'exp', 'exp^2']",0.238,0.232,1.241
1051,"['positions', 'team', 'total_rebound_percentage', 'assist_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
2707,"['positions', 'block_percentage', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.237,0.235,1.241
7971,"['positions', 'team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.238,0.231,1.241
1061,"['positions', 'team', 'total_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.237,0.231,1.241
2056,"['positions', 'three_point_attempt_rate', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.237,0.236,1.241
14889,"['positions', 'free_throw_attempt_rate', 'assist_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.237,0.236,1.241
13926,"['positions', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.237,0.236,1.241
18254,"['age', 'team', 'true_shooting_percentage', 'free_throw_attempt_rate', 'steal_percentage', 'exp', 'exp^2']",0.238,0.232,1.241
24382,"['team', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
16895,"['positions', 'steal_percentage', 'block_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.237,0.235,1.241
4496,"['team', 'total_rebound_percentage', 'assist_percentage', 'steal_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
4497,"['team', 'total_rebound_percentage', 'assist_percentage', 'block_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
23713,"['team', 'true_shooting_percentage', 'offensive_rebound_percentage', 'steal_percentage', 'block_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
5099,"['positions', 'age', 'team', 'total_rebound_percentage', 'assist_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
18597,"['age', 'team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.237,0.231,1.241
15570,"['positions', 'offensive_rebound_percentage', 'block_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.237,0.236,1.241
26862,"['team', 'total_rebound_percentage', 'assist_percentage', 'steal_percentage', 'block_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
16886,"['positions', 'steal_percentage', 'block_percentage', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.237,0.235,1.241
18587,"['age', 'team', 'free_throw_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
15440,"['positions', 'offensive_rebound_percentage', 'assist_percentage', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.238,0.236,1.241
18271,"['age', 'team', 'true_shooting_percentage', 'offensive_rebound_percentage', 'block_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
18918,"['age', 'team', 'total_rebound_percentage', 'assist_percentage', 'block_percentage', 'exp', 'exp^2']",0.237,0.231,1.241
